Name,Longitude,Latitude,RAG,popuptext
Gartnavel General Hospital (Admin Purposes),-4.312732,55.883222,red,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Gartnavel General Hospital (Admin Purposes)</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 36789</span><br/>
        <span>Percentage seen within 4 hours: 87.4%</span><br/>
        <span>Percent of attendances resulting in admission: 26.1%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 147</span><br/>
        <span>Bed days occupied by delayed discharge patients: 5222</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 43</span><br/>
        <span>Average no. days waited (inpatients): 43</span><br/><br/>

        <span>Average no. available staffed beds: 327.267</span>
      </div>"
Royal Hospital for Children,-4.338118,55.862646,amber,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Royal Hospital for Children</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 5885</span><br/>
        <span>Percentage seen within 4 hours: 95.1%</span><br/>
        <span>Percent of attendances resulting in admission: 23.2%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 147</span><br/>
        <span>Bed days occupied by delayed discharge patients: 5222</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 43</span><br/>
        <span>Average no. days waited (inpatients): 43</span><br/><br/>

        <span>Average no. available staffed beds: 140.1</span>
      </div>"
Lorn & Islands Hospital,-5.474939,56.400418,green,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Lorn & Islands Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 636</span><br/>
        <span>Percentage seen within 4 hours: 96.4%</span><br/>
        <span>Percent of attendances resulting in admission: 23.4%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 115</span><br/>
        <span>Bed days occupied by delayed discharge patients: 3632</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): NA</span><br/>
        <span>Average no. days waited (inpatients): 74</span><br/><br/>

        <span>Average no. available staffed beds: 50.533</span>
      </div>"
Caithness General Hospital,-3.095738,58.441343,green,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Caithness General Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 701</span><br/>
        <span>Percentage seen within 4 hours: 96.1%</span><br/>
        <span>Percent of attendances resulting in admission: 28.4%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 115</span><br/>
        <span>Bed days occupied by delayed discharge patients: 3632</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): NA</span><br/>
        <span>Average no. days waited (inpatients): 74</span><br/><br/>

        <span>Average no. available staffed beds: 28.5</span>
      </div>"
Raigmore Hospital,-4.192472,57.473823,green,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Raigmore Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 2959</span><br/>
        <span>Percentage seen within 4 hours: 92%</span><br/>
        <span>Percent of attendances resulting in admission: 25.3%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 115</span><br/>
        <span>Bed days occupied by delayed discharge patients: 3632</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): NA</span><br/>
        <span>Average no. days waited (inpatients): 74</span><br/><br/>

        <span>Average no. available staffed beds: 378.967</span>
      </div>"
Belford Hospital,-5.104715,56.819427,green,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Belford Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 639</span><br/>
        <span>Percentage seen within 4 hours: 95.9%</span><br/>
        <span>Percent of attendances resulting in admission: 21%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 115</span><br/>
        <span>Bed days occupied by delayed discharge patients: 3632</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): NA</span><br/>
        <span>Average no. days waited (inpatients): 74</span><br/><br/>

        <span>Average no. available staffed beds: 25.367</span>
      </div>"
University Hospital Monklands,-3.999598,55.865882,amber,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>University Hospital Monklands</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 5792</span><br/>
        <span>Percentage seen within 4 hours: 92.6%</span><br/>
        <span>Percent of attendances resulting in admission: 33.5%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 156</span><br/>
        <span>Bed days occupied by delayed discharge patients: 5709</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 45</span><br/>
        <span>Average no. days waited (inpatients): 63</span><br/><br/>

        <span>Average no. available staffed beds: 406.533</span>
      </div>"
University Hospital Hairmyres,-4.221977,55.759825,amber,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>University Hospital Hairmyres</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 5307</span><br/>
        <span>Percentage seen within 4 hours: 91.6%</span><br/>
        <span>Percent of attendances resulting in admission: 31.7%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 156</span><br/>
        <span>Bed days occupied by delayed discharge patients: 5709</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 45</span><br/>
        <span>Average no. days waited (inpatients): 63</span><br/><br/>

        <span>Average no. available staffed beds: 420.7</span>
      </div>"
University Hospital Wishaw,-3.941749,55.773696,red,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>University Hospital Wishaw</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 5943</span><br/>
        <span>Percentage seen within 4 hours: 87.4%</span><br/>
        <span>Percent of attendances resulting in admission: 29.7%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 156</span><br/>
        <span>Bed days occupied by delayed discharge patients: 5709</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): 45</span><br/>
        <span>Average no. days waited (inpatients): 63</span><br/><br/>

        <span>Average no. available staffed beds: 415.333</span>
      </div>"
Roodlands General Hospital,-2.796974,55.957089,red,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Roodlands General Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 23712</span><br/>
        <span>Percentage seen within 4 hours: 85.8%</span><br/>
        <span>Percent of attendances resulting in admission: 25.9%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 254</span><br/>
        <span>Bed days occupied by delayed discharge patients: 8509</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): NA</span><br/>
        <span>Average no. days waited (inpatients): NA</span><br/><br/>

        <span>Average no. available staffed beds: 50</span>
      </div>"
Western General Hospital,-3.234907,55.961807,red,"<div style='font-size:12px;width:250px'>
        <span style='font-weight:bold'>Western General Hospital</span><br/><br/>
        
        <span style='font-weight:bold'>A&E Activity</span><br/>
        <span>Number of attendances: 3770</span><br/>
        <span>Percentage seen within 4 hours: 84.5%</span><br/>
        <span>Percent of attendances resulting in admission: 31.6%</span><br/><br/>

        <span style='font-weight:bold'>Delayed Discharges</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Number of delayed discharges: 254</span><br/>
        <span>Bed days occupied by delayed discharge patients: 8509</span><br/><br/>

        <span style='font-weight:bold'>Waiting Times</span><br/>
        <span style='font-style:italic'>NB: These are at Board-level</span><br/>
        <span>Average no. days waited (outpatients): NA</span><br/>
        <span>Average no. days waited (inpatients): NA</span><br/><br/>

        <span>Average no. available staffed beds: 682.6</span>
      </div>"
